Recorded.Value..dBA.,Date,Time,location
69.2,2025-04-25,09:56:08.152,21st_littlefield_fountain
68.7,2025-04-25,09:56:08.362,21st_littlefield_fountain
67.6,2025-04-25,09:56:08.572,21st_littlefield_fountain
68.3,2025-04-25,09:56:08.782,21st_littlefield_fountain
67.3,2025-04-25,09:56:08.992,21st_littlefield_fountain
68.3,2025-04-25,09:56:09.201,21st_littlefield_fountain
69.1,2025-04-25,09:56:09.412,21st_littlefield_fountain
69.7,2025-04-25,09:56:09.622,21st_littlefield_fountain
70.3,2025-04-25,09:56:09.832,21st_littlefield_fountain
69.7,2025-04-25,09:56:10.042,21st_littlefield_fountain
68.7,2025-04-25,09:56:10.252,21st_littlefield_fountain
70.3,2025-04-25,09:56:10.462,21st_littlefield_fountain
71.4,2025-04-25,09:56:10.672,21st_littlefield_fountain
69.0,2025-04-25,09:56:10.882,21st_littlefield_fountain
68.4,2025-04-25,09:56:11.092,21st_littlefield_fountain
67.5,2025-04-25,09:56:11.302,21st_littlefield_fountain
67.6,2025-04-25,09:56:11.512,21st_littlefield_fountain
65.5,2025-04-25,09:56:11.722,21st_littlefield_fountain
66.8,2025-04-25,09:56:11.932,21st_littlefield_fountain
67.6,2025-04-25,09:56:12.142,21st_littlefield_fountain
68.7,2025-04-25,09:56:12.352,21st_littlefield_fountain
68.7,2025-04-25,09:56:12.562,21st_littlefield_fountain
70.8,2025-04-25,09:56:12.772,21st_littlefield_fountain
69.7,2025-04-25,09:56:12.982,21st_littlefield_fountain
69.5,2025-04-25,09:56:13.192,21st_littlefield_fountain
68.4,2025-04-25,09:56:13.402,21st_littlefield_fountain
70.0,2025-04-25,09:56:13.612,21st_littlefield_fountain
68.4,2025-04-25,09:56:13.822,21st_littlefield_fountain
68.5,2025-04-25,09:56:14.031,21st_littlefield_fountain
69.1,2025-04-25,09:56:14.242,21st_littlefield_fountain
70.6,2025-04-25,09:56:14.452,21st_littlefield_fountain
68.1,2025-04-25,09:56:14.662,21st_littlefield_fountain
67.6,2025-04-25,09:56:14.872,21st_littlefield_fountain
79.4,2025-04-25,09:56:15.082,21st_littlefield_fountain
69.9,2025-04-25,09:56:15.292,21st_littlefield_fountain
71.0,2025-04-25,09:56:15.502,21st_littlefield_fountain
69.4,2025-04-25,09:56:15.712,21st_littlefield_fountain
69.9,2025-04-25,09:56:15.922,21st_littlefield_fountain
72.0,2025-04-25,09:56:16.132,21st_littlefield_fountain
70.3,2025-04-25,09:56:16.342,21st_littlefield_fountain
70.3,2025-04-25,09:56:16.551,21st_littlefield_fountain
71.1,2025-04-25,09:56:16.762,21st_littlefield_fountain
70.6,2025-04-25,09:56:16.971,21st_littlefield_fountain
72.0,2025-04-25,09:56:17.181,21st_littlefield_fountain
72.9,2025-04-25,09:56:17.669,21st_littlefield_fountain
73.2,2025-04-25,09:56:17.880,21st_littlefield_fountain
71.7,2025-04-25,09:56:18.090,21st_littlefield_fountain
70.4,2025-04-25,09:56:18.300,21st_littlefield_fountain
68.7,2025-04-25,09:56:18.510,21st_littlefield_fountain
70.7,2025-04-25,09:56:18.720,21st_littlefield_fountain
69.6,2025-04-25,09:56:18.930,21st_littlefield_fountain
70.5,2025-04-25,09:56:19.140,21st_littlefield_fountain
70.4,2025-04-25,09:56:19.350,21st_littlefield_fountain
70.0,2025-04-25,09:56:19.560,21st_littlefield_fountain
70.1,2025-04-25,09:56:19.770,21st_littlefield_fountain
69.7,2025-04-25,09:56:19.980,21st_littlefield_fountain
69.8,2025-04-25,09:56:20.190,21st_littlefield_fountain
69.2,2025-04-25,09:56:20.400,21st_littlefield_fountain
70.2,2025-04-25,09:56:20.610,21st_littlefield_fountain
69.7,2025-04-25,09:56:20.819,21st_littlefield_fountain
70.6,2025-04-25,09:56:21.030,21st_littlefield_fountain
69.3,2025-04-25,09:56:21.240,21st_littlefield_fountain
69.1,2025-04-25,09:56:21.450,21st_littlefield_fountain
69.5,2025-04-25,09:56:21.660,21st_littlefield_fountain
69.0,2025-04-25,09:56:21.870,21st_littlefield_fountain
68.5,2025-04-25,09:56:22.080,21st_littlefield_fountain
68.9,2025-04-25,09:56:22.290,21st_littlefield_fountain
70.3,2025-04-25,09:56:22.500,21st_littlefield_fountain
68.4,2025-04-25,09:56:22.710,21st_littlefield_fountain
68.0,2025-04-25,09:56:22.920,21st_littlefield_fountain
70.3,2025-04-25,09:56:23.130,21st_littlefield_fountain
69.9,2025-04-25,09:56:23.340,21st_littlefield_fountain
69.3,2025-04-25,09:56:23.549,21st_littlefield_fountain
71.0,2025-04-25,09:56:23.759,21st_littlefield_fountain
68.3,2025-04-25,09:56:23.970,21st_littlefield_fountain
67.6,2025-04-25,09:56:24.179,21st_littlefield_fountain
67.8,2025-04-25,09:56:24.390,21st_littlefield_fountain
68.2,2025-04-25,09:56:24.599,21st_littlefield_fountain
65.9,2025-04-25,09:56:24.809,21st_littlefield_fountain
66.3,2025-04-25,09:56:25.020,21st_littlefield_fountain
66.1,2025-04-25,09:56:25.229,21st_littlefield_fountain
67.2,2025-04-25,09:56:25.440,21st_littlefield_fountain
66.0,2025-04-25,09:56:25.650,21st_littlefield_fountain
66.0,2025-04-25,09:56:25.860,21st_littlefield_fountain
67.9,2025-04-25,09:56:26.069,21st_littlefield_fountain
67.2,2025-04-25,09:56:26.280,21st_littlefield_fountain
68.1,2025-04-25,09:56:26.490,21st_littlefield_fountain
67.2,2025-04-25,09:56:26.699,21st_littlefield_fountain
66.4,2025-04-25,09:56:26.910,21st_littlefield_fountain
68.3,2025-04-25,09:56:27.120,21st_littlefield_fountain
75.2,2025-04-25,09:56:27.330,21st_littlefield_fountain
67.3,2025-04-25,09:56:27.540,21st_littlefield_fountain
67.4,2025-04-25,09:56:27.750,21st_littlefield_fountain
66.4,2025-04-25,09:56:27.959,21st_littlefield_fountain
67.0,2025-04-25,09:56:28.170,21st_littlefield_fountain
66.6,2025-04-25,09:56:28.380,21st_littlefield_fountain
66.4,2025-04-25,09:56:28.590,21st_littlefield_fountain
72.1,2025-04-25,09:56:28.800,21st_littlefield_fountain
66.5,2025-04-25,09:56:29.010,21st_littlefield_fountain
66.9,2025-04-25,09:56:29.220,21st_littlefield_fountain
71.4,2025-04-25,09:56:29.429,21st_littlefield_fountain
65.7,2025-04-25,09:56:29.639,21st_littlefield_fountain
65.3,2025-04-25,09:56:29.850,21st_littlefield_fountain
67.1,2025-04-25,09:56:30.060,21st_littlefield_fountain
67.0,2025-04-25,09:56:30.270,21st_littlefield_fountain
65.3,2025-04-25,09:56:30.479,21st_littlefield_fountain
64.7,2025-04-25,09:56:30.690,21st_littlefield_fountain
65.4,2025-04-25,09:56:30.900,21st_littlefield_fountain
65.7,2025-04-25,09:56:31.109,21st_littlefield_fountain
66.6,2025-04-25,09:56:31.319,21st_littlefield_fountain
70.3,2025-04-25,09:56:31.529,21st_littlefield_fountain
78.1,2025-04-25,09:56:31.740,21st_littlefield_fountain
71.5,2025-04-25,09:56:31.950,21st_littlefield_fountain
68.8,2025-04-25,09:56:32.160,21st_littlefield_fountain
71.5,2025-04-25,09:56:32.369,21st_littlefield_fountain
70.9,2025-04-25,09:56:32.580,21st_littlefield_fountain
69.8,2025-04-25,09:56:32.790,21st_littlefield_fountain
70.1,2025-04-25,09:56:33.000,21st_littlefield_fountain
71.5,2025-04-25,09:56:33.209,21st_littlefield_fountain
69.6,2025-04-25,09:56:33.420,21st_littlefield_fountain
71.1,2025-04-25,09:56:33.629,21st_littlefield_fountain
71.8,2025-04-25,09:56:33.839,21st_littlefield_fountain
72.8,2025-04-25,09:56:34.050,21st_littlefield_fountain
70.2,2025-04-25,09:56:34.259,21st_littlefield_fountain
66.9,2025-04-25,09:56:34.470,21st_littlefield_fountain
67.4,2025-04-25,09:56:34.680,21st_littlefield_fountain
69.9,2025-04-25,09:56:34.890,21st_littlefield_fountain
69.9,2025-04-25,09:56:35.099,21st_littlefield_fountain
69.5,2025-04-25,09:56:35.309,21st_littlefield_fountain
71.1,2025-04-25,09:56:35.519,21st_littlefield_fountain
70.8,2025-04-25,09:56:35.729,21st_littlefield_fountain
71.0,2025-04-25,09:56:35.940,21st_littlefield_fountain
69.9,2025-04-25,09:56:36.149,21st_littlefield_fountain
67.5,2025-04-25,09:56:36.359,21st_littlefield_fountain
69.6,2025-04-25,09:56:36.570,21st_littlefield_fountain
72.7,2025-04-25,09:56:36.779,21st_littlefield_fountain
73.0,2025-04-25,09:56:36.989,21st_littlefield_fountain
73.8,2025-04-25,09:56:37.199,21st_littlefield_fountain
70.4,2025-04-25,09:56:37.409,21st_littlefield_fountain
70.1,2025-04-25,09:56:37.619,21st_littlefield_fountain
69.8,2025-04-25,09:56:37.829,21st_littlefield_fountain
69.2,2025-04-25,09:56:38.039,21st_littlefield_fountain
70.9,2025-04-25,09:56:38.250,21st_littlefield_fountain
70.2,2025-04-25,09:56:38.459,21st_littlefield_fountain
69.7,2025-04-25,09:56:38.669,21st_littlefield_fountain
70.6,2025-04-25,09:56:38.880,21st_littlefield_fountain
71.8,2025-04-25,09:56:39.090,21st_littlefield_fountain
69.1,2025-04-25,09:56:39.299,21st_littlefield_fountain
69.1,2025-04-25,09:56:39.509,21st_littlefield_fountain
70.2,2025-04-25,09:56:39.719,21st_littlefield_fountain
70.6,2025-04-25,09:56:39.929,21st_littlefield_fountain
70.6,2025-04-25,09:56:40.140,21st_littlefield_fountain
71.4,2025-04-25,09:56:40.350,21st_littlefield_fountain
71.6,2025-04-25,09:56:40.559,21st_littlefield_fountain
70.3,2025-04-25,09:56:40.769,21st_littlefield_fountain
70.3,2025-04-25,09:56:40.979,21st_littlefield_fountain
71.1,2025-04-25,09:56:41.190,21st_littlefield_fountain
69.8,2025-04-25,09:56:41.399,21st_littlefield_fountain
70.4,2025-04-25,09:56:41.609,21st_littlefield_fountain
72.7,2025-04-25,09:56:41.819,21st_littlefield_fountain
70.5,2025-04-25,09:56:42.029,21st_littlefield_fountain
70.4,2025-04-25,09:56:42.239,21st_littlefield_fountain
69.4,2025-04-25,09:56:42.450,21st_littlefield_fountain
69.3,2025-04-25,09:56:42.659,21st_littlefield_fountain
70.0,2025-04-25,09:56:42.869,21st_littlefield_fountain
69.0,2025-04-25,09:56:43.079,21st_littlefield_fountain
70.0,2025-04-25,09:56:43.289,21st_littlefield_fountain
70.0,2025-04-25,09:56:43.499,21st_littlefield_fountain
67.5,2025-04-25,09:56:43.709,21st_littlefield_fountain
68.6,2025-04-25,09:56:43.919,21st_littlefield_fountain
69.6,2025-04-25,09:56:44.129,21st_littlefield_fountain
70.2,2025-04-25,09:56:44.339,21st_littlefield_fountain
70.6,2025-04-25,09:56:44.550,21st_littlefield_fountain
69.8,2025-04-25,09:56:44.759,21st_littlefield_fountain
70.2,2025-04-25,09:56:44.969,21st_littlefield_fountain
71.8,2025-04-25,09:56:45.179,21st_littlefield_fountain
70.8,2025-04-25,09:56:45.389,21st_littlefield_fountain
70.7,2025-04-25,09:56:45.599,21st_littlefield_fountain
74.3,2025-04-25,09:56:45.809,21st_littlefield_fountain
71.8,2025-04-25,09:56:46.019,21st_littlefield_fountain
73.5,2025-04-25,09:56:46.229,21st_littlefield_fountain
72.7,2025-04-25,09:56:46.439,21st_littlefield_fountain
73.5,2025-04-25,09:56:46.649,21st_littlefield_fountain
73.2,2025-04-25,09:56:46.860,21st_littlefield_fountain
73.0,2025-04-25,09:56:47.069,21st_littlefield_fountain
72.1,2025-04-25,09:56:47.279,21st_littlefield_fountain
70.5,2025-04-25,09:56:47.489,21st_littlefield_fountain
71.0,2025-04-25,09:56:47.699,21st_littlefield_fountain
69.0,2025-04-25,09:56:47.909,21st_littlefield_fountain
69.0,2025-04-25,09:56:48.119,21st_littlefield_fountain
67.5,2025-04-25,09:56:48.329,21st_littlefield_fountain
68.4,2025-04-25,09:56:48.539,21st_littlefield_fountain
69.1,2025-04-25,09:56:48.749,21st_littlefield_fountain
67.0,2025-04-25,09:56:48.959,21st_littlefield_fountain
67.3,2025-04-25,09:56:49.169,21st_littlefield_fountain
67.0,2025-04-25,09:56:49.379,21st_littlefield_fountain
67.2,2025-04-25,09:56:49.589,21st_littlefield_fountain
69.5,2025-04-25,09:56:49.799,21st_littlefield_fountain
70.5,2025-04-25,09:56:50.009,21st_littlefield_fountain
68.9,2025-04-25,09:56:50.219,21st_littlefield_fountain
69.5,2025-04-25,09:56:50.429,21st_littlefield_fountain
69.3,2025-04-25,09:56:50.640,21st_littlefield_fountain
68.8,2025-04-25,09:56:50.849,21st_littlefield_fountain
70.3,2025-04-25,09:56:51.059,21st_littlefield_fountain
70.2,2025-04-25,09:56:51.269,21st_littlefield_fountain
69.9,2025-04-25,09:56:51.479,21st_littlefield_fountain
70.7,2025-04-25,09:56:51.689,21st_littlefield_fountain
71.6,2025-04-25,09:56:51.899,21st_littlefield_fountain
70.7,2025-04-25,09:56:52.109,21st_littlefield_fountain
69.9,2025-04-25,09:56:52.319,21st_littlefield_fountain
71.3,2025-04-25,09:56:52.529,21st_littlefield_fountain
71.8,2025-04-25,09:56:52.739,21st_littlefield_fountain
70.8,2025-04-25,09:56:52.949,21st_littlefield_fountain
70.3,2025-04-25,09:56:53.159,21st_littlefield_fountain
70.7,2025-04-25,09:56:53.369,21st_littlefield_fountain
68.1,2025-04-25,09:56:53.579,21st_littlefield_fountain
68.1,2025-04-25,09:56:53.789,21st_littlefield_fountain
70.4,2025-04-25,09:56:53.999,21st_littlefield_fountain
69.2,2025-04-25,09:56:54.209,21st_littlefield_fountain
79.1,2025-04-25,09:56:54.419,21st_littlefield_fountain
83.4,2025-04-25,09:56:54.629,21st_littlefield_fountain
79.6,2025-04-25,09:56:54.839,21st_littlefield_fountain
70.8,2025-04-25,09:56:55.049,21st_littlefield_fountain
68.8,2025-04-25,09:56:55.259,21st_littlefield_fountain
67.6,2025-04-25,09:56:55.469,21st_littlefield_fountain
68.0,2025-04-25,09:56:55.679,21st_littlefield_fountain
67.6,2025-04-25,09:56:55.889,21st_littlefield_fountain
68.3,2025-04-25,09:56:56.099,21st_littlefield_fountain
68.3,2025-04-25,09:56:56.309,21st_littlefield_fountain
68.4,2025-04-25,09:56:56.519,21st_littlefield_fountain
69.0,2025-04-25,09:56:56.729,21st_littlefield_fountain
69.1,2025-04-25,09:56:56.939,21st_littlefield_fountain
67.9,2025-04-25,09:56:57.149,21st_littlefield_fountain
68.1,2025-04-25,09:56:57.359,21st_littlefield_fountain
68.9,2025-04-25,09:56:57.569,21st_littlefield_fountain
68.6,2025-04-21,14:08:29.859,22nd_street_construction
67.0,2025-04-21,14:08:30.069,22nd_street_construction
68.9,2025-04-21,14:08:30.279,22nd_street_construction
66.7,2025-04-21,14:08:30.488,22nd_street_construction
65.6,2025-04-21,14:08:30.698,22nd_street_construction
75.9,2025-04-21,14:08:30.908,22nd_street_construction
63.8,2025-04-21,14:08:31.119,22nd_street_construction
63.6,2025-04-21,14:08:31.329,22nd_street_construction
66.2,2025-04-21,14:08:31.538,22nd_street_construction
66.7,2025-04-21,14:08:31.748,22nd_street_construction
67.0,2025-04-21,14:08:31.958,22nd_street_construction
66.7,2025-04-21,14:08:32.168,22nd_street_construction
66.9,2025-04-21,14:08:32.378,22nd_street_construction
65.9,2025-04-21,14:08:32.588,22nd_street_construction
65.0,2025-04-21,14:08:32.798,22nd_street_construction
64.1,2025-04-21,14:08:33.008,22nd_street_construction
64.9,2025-04-21,14:08:33.218,22nd_street_construction
65.5,2025-04-21,14:08:33.428,22nd_street_construction
65.8,2025-04-21,14:08:33.638,22nd_street_construction
65.7,2025-04-21,14:08:33.848,22nd_street_construction
64.8,2025-04-21,14:08:34.058,22nd_street_construction
64.0,2025-04-21,14:08:34.268,22nd_street_construction
62.9,2025-04-21,14:08:34.478,22nd_street_construction
67.1,2025-04-21,14:08:34.688,22nd_street_construction
68.3,2025-04-21,14:08:34.899,22nd_street_construction
65.6,2025-04-21,14:08:35.108,22nd_street_construction
66.5,2025-04-21,14:08:35.318,22nd_street_construction
66.2,2025-04-21,14:08:35.528,22nd_street_construction
64.9,2025-04-21,14:08:35.738,22nd_street_construction
64.8,2025-04-21,14:08:35.948,22nd_street_construction
64.5,2025-04-21,14:08:36.158,22nd_street_construction
74.4,2025-04-21,14:08:36.368,22nd_street_construction
65.8,2025-04-21,14:08:36.578,22nd_street_construction
63.7,2025-04-21,14:08:36.788,22nd_street_construction
62.1,2025-04-21,14:08:36.998,22nd_street_construction
62.1,2025-04-21,14:08:37.208,22nd_street_construction
62.0,2025-04-21,14:08:37.418,22nd_street_construction
63.9,2025-04-21,14:08:37.628,22nd_street_construction
65.1,2025-04-21,14:08:37.838,22nd_street_construction
65.7,2025-04-21,14:08:38.048,22nd_street_construction
65.8,2025-04-21,14:08:38.258,22nd_street_construction
66.1,2025-04-21,14:08:38.468,22nd_street_construction
66.4,2025-04-21,14:08:38.678,22nd_street_construction
66.1,2025-04-21,14:08:38.888,22nd_street_construction
67.7,2025-04-21,14:08:39.098,22nd_street_construction
68.5,2025-04-21,14:08:39.308,22nd_street_construction
67.9,2025-04-21,14:08:39.518,22nd_street_construction
66.6,2025-04-21,14:08:39.728,22nd_street_construction
66.0,2025-04-21,14:08:39.938,22nd_street_construction
65.9,2025-04-21,14:08:40.148,22nd_street_construction
66.1,2025-04-21,14:08:40.358,22nd_street_construction
67.4,2025-04-21,14:08:40.568,22nd_street_construction
68.2,2025-04-21,14:08:40.778,22nd_street_construction
69.1,2025-04-21,14:08:40.988,22nd_street_construction
68.6,2025-04-21,14:08:41.198,22nd_street_construction
69.2,2025-04-21,14:08:41.408,22nd_street_construction
68.0,2025-04-21,14:08:41.618,22nd_street_construction
66.9,2025-04-21,14:08:41.828,22nd_street_construction
66.4,2025-04-21,14:08:42.038,22nd_street_construction
66.2,2025-04-21,14:08:42.248,22nd_street_construction
66.3,2025-04-21,14:08:42.458,22nd_street_construction
66.3,2025-04-21,14:08:42.668,22nd_street_construction
68.7,2025-04-21,14:08:42.878,22nd_street_construction
69.9,2025-04-21,14:08:43.088,22nd_street_construction
69.0,2025-04-21,14:08:43.298,22nd_street_construction
68.3,2025-04-21,14:08:43.508,22nd_street_construction
68.8,2025-04-21,14:08:43.718,22nd_street_construction
67.0,2025-04-21,14:08:43.928,22nd_street_construction
67.3,2025-04-21,14:08:44.138,22nd_street_construction
67.3,2025-04-21,14:08:44.348,22nd_street_construction
68.2,2025-04-21,14:08:44.558,22nd_street_construction
67.6,2025-04-21,14:08:44.768,22nd_street_construction
68.0,2025-04-21,14:08:44.978,22nd_street_construction
68.2,2025-04-21,14:08:45.188,22nd_street_construction
69.6,2025-04-21,14:08:45.398,22nd_street_construction
68.9,2025-04-21,14:08:45.608,22nd_street_construction
68.6,2025-04-21,14:08:45.818,22nd_street_construction
68.1,2025-04-21,14:08:46.028,22nd_street_construction
68.7,2025-04-21,14:08:46.238,22nd_street_construction
69.7,2025-04-21,14:08:46.448,22nd_street_construction
68.2,2025-04-21,14:08:46.658,22nd_street_construction
67.6,2025-04-21,14:08:46.868,22nd_street_construction
68.0,2025-04-21,14:08:47.078,22nd_street_construction
67.9,2025-04-21,14:08:47.288,22nd_street_construction
67.4,2025-04-21,14:08:47.498,22nd_street_construction
67.3,2025-04-21,14:08:47.708,22nd_street_construction
67.4,2025-04-21,14:08:47.918,22nd_street_construction
67.6,2025-04-21,14:08:48.128,22nd_street_construction
67.6,2025-04-21,14:08:48.338,22nd_street_construction
67.8,2025-04-21,14:08:48.548,22nd_street_construction
67.7,2025-04-21,14:08:48.758,22nd_street_construction
69.6,2025-04-21,14:08:48.968,22nd_street_construction
73.1,2025-04-21,14:08:49.178,22nd_street_construction
73.3,2025-04-21,14:08:49.388,22nd_street_construction
72.1,2025-04-21,14:08:49.598,22nd_street_construction
70.4,2025-04-21,14:08:49.808,22nd_street_construction
73.4,2025-04-21,14:08:50.018,22nd_street_construction
68.0,2025-04-21,14:08:50.228,22nd_street_construction
66.3,2025-04-21,14:08:50.438,22nd_street_construction
65.1,2025-04-21,14:08:50.648,22nd_street_construction
65.4,2025-04-21,14:08:50.858,22nd_street_construction
65.8,2025-04-21,14:08:51.068,22nd_street_construction
65.9,2025-04-21,14:08:51.278,22nd_street_construction
64.7,2025-04-21,14:08:51.488,22nd_street_construction
64.6,2025-04-21,14:08:51.698,22nd_street_construction
64.2,2025-04-21,14:08:51.908,22nd_street_construction
63.8,2025-04-21,14:08:52.118,22nd_street_construction
62.5,2025-04-21,14:08:52.328,22nd_street_construction
62.4,2025-04-21,14:08:52.538,22nd_street_construction
63.0,2025-04-21,14:08:52.748,22nd_street_construction
63.4,2025-04-21,14:08:52.958,22nd_street_construction
62.8,2025-04-21,14:08:53.168,22nd_street_construction
63.3,2025-04-21,14:08:53.378,22nd_street_construction
65.6,2025-04-21,14:08:53.588,22nd_street_construction
66.9,2025-04-21,14:08:53.798,22nd_street_construction
66.0,2025-04-21,14:08:54.008,22nd_street_construction
68.7,2025-04-21,14:08:54.218,22nd_street_construction
72.1,2025-04-21,14:08:54.428,22nd_street_construction
71.8,2025-04-21,14:08:54.638,22nd_street_construction
71.3,2025-04-21,14:08:54.848,22nd_street_construction
69.8,2025-04-21,14:08:55.058,22nd_street_construction
69.8,2025-04-21,14:08:55.268,22nd_street_construction
68.7,2025-04-21,14:08:55.478,22nd_street_construction
68.0,2025-04-21,14:08:55.688,22nd_street_construction
67.7,2025-04-21,14:08:55.898,22nd_street_construction
67.5,2025-04-21,14:08:56.108,22nd_street_construction
66.6,2025-04-21,14:08:56.318,22nd_street_construction
67.1,2025-04-21,14:08:56.528,22nd_street_construction
65.8,2025-04-21,14:08:56.738,22nd_street_construction
66.5,2025-04-21,14:08:56.948,22nd_street_construction
66.1,2025-04-21,14:08:57.158,22nd_street_construction
65.5,2025-04-21,14:08:57.368,22nd_street_construction
65.0,2025-04-21,14:08:57.578,22nd_street_construction
65.3,2025-04-21,14:08:57.788,22nd_street_construction
65.1,2025-04-21,14:08:57.998,22nd_street_construction
67.3,2025-04-21,14:08:58.208,22nd_street_construction
67.8,2025-04-21,14:08:58.418,22nd_street_construction
66.5,2025-04-21,14:08:58.628,22nd_street_construction
67.7,2025-04-21,14:08:58.838,22nd_street_construction
67.6,2025-04-21,14:08:59.048,22nd_street_construction
65.9,2025-04-21,14:08:59.258,22nd_street_construction
66.5,2025-04-21,14:08:59.468,22nd_street_construction
69.9,2025-04-21,14:08:59.678,22nd_street_construction
75.9,2025-04-21,14:08:59.888,22nd_street_construction
83.2,2025-04-21,14:09:00.098,22nd_street_construction
81.1,2025-04-21,14:09:00.308,22nd_street_construction
81.4,2025-04-21,14:09:00.518,22nd_street_construction
79.7,2025-04-21,14:09:00.728,22nd_street_construction
79.3,2025-04-21,14:09:00.938,22nd_street_construction
80.3,2025-04-21,14:09:01.148,22nd_street_construction
81.7,2025-04-21,14:09:01.358,22nd_street_construction
81.2,2025-04-21,14:09:01.568,22nd_street_construction
80.0,2025-04-21,14:09:01.778,22nd_street_construction
81.6,2025-04-21,14:09:01.988,22nd_street_construction
81.3,2025-04-21,14:09:02.198,22nd_street_construction
81.7,2025-04-21,14:09:02.408,22nd_street_construction
82.2,2025-04-21,14:09:02.618,22nd_street_construction
82.1,2025-04-21,14:09:02.828,22nd_street_construction
80.7,2025-04-21,14:09:03.038,22nd_street_construction
81.6,2025-04-21,14:09:03.248,22nd_street_construction
82.4,2025-04-21,14:09:03.458,22nd_street_construction
81.4,2025-04-21,14:09:03.668,22nd_street_construction
82.0,2025-04-21,14:09:03.878,22nd_street_construction
81.8,2025-04-21,14:09:04.088,22nd_street_construction
83.1,2025-04-21,14:09:04.298,22nd_street_construction
81.1,2025-04-21,14:09:04.508,22nd_street_construction
83.5,2025-04-21,14:09:04.718,22nd_street_construction
81.1,2025-04-21,14:09:04.928,22nd_street_construction
83.0,2025-04-21,14:09:05.138,22nd_street_construction
81.0,2025-04-21,14:09:05.348,22nd_street_construction
82.8,2025-04-21,14:09:05.558,22nd_street_construction
82.1,2025-04-21,14:09:05.768,22nd_street_construction
80.7,2025-04-21,14:09:05.978,22nd_street_construction
80.1,2025-04-21,14:09:06.188,22nd_street_construction
81.7,2025-04-21,14:09:06.398,22nd_street_construction
76.2,2025-04-21,14:09:06.608,22nd_street_construction
79.5,2025-04-21,14:09:06.818,22nd_street_construction
77.0,2025-04-21,14:09:07.028,22nd_street_construction
75.3,2025-04-21,14:09:07.237,22nd_street_construction
79.1,2025-04-21,14:09:07.448,22nd_street_construction
75.1,2025-04-21,14:09:07.658,22nd_street_construction
70.5,2025-04-21,14:09:07.867,22nd_street_construction
78.4,2025-04-21,14:09:08.078,22nd_street_construction
80.2,2025-04-21,14:09:08.288,22nd_street_construction
81.7,2025-04-21,14:09:08.498,22nd_street_construction
82.1,2025-04-21,14:09:08.708,22nd_street_construction
78.6,2025-04-21,14:09:08.918,22nd_street_construction
79.3,2025-04-21,14:09:09.128,22nd_street_construction
83.2,2025-04-21,14:09:09.338,22nd_street_construction
80.5,2025-04-21,14:09:09.548,22nd_street_construction
80.1,2025-04-21,14:09:09.758,22nd_street_construction
82.9,2025-04-21,14:09:09.968,22nd_street_construction
81.1,2025-04-21,14:09:10.178,22nd_street_construction
82.4,2025-04-21,14:09:10.388,22nd_street_construction
82.8,2025-04-21,14:09:10.598,22nd_street_construction
82.8,2025-04-21,14:09:10.808,22nd_street_construction
80.8,2025-04-21,14:09:11.018,22nd_street_construction
82.9,2025-04-21,14:09:11.228,22nd_street_construction
82.6,2025-04-21,14:09:11.438,22nd_street_construction
82.2,2025-04-21,14:09:11.648,22nd_street_construction
82.8,2025-04-21,14:09:11.858,22nd_street_construction
83.7,2025-04-21,14:09:12.068,22nd_street_construction
83.8,2025-04-21,14:09:12.277,22nd_street_construction
84.0,2025-04-21,14:09:12.488,22nd_street_construction
82.9,2025-04-21,14:09:12.698,22nd_street_construction
83.4,2025-04-21,14:09:12.908,22nd_street_construction
84.1,2025-04-21,14:09:13.118,22nd_street_construction
83.9,2025-04-21,14:09:13.328,22nd_street_construction
84.2,2025-04-21,14:09:13.538,22nd_street_construction
83.4,2025-04-21,14:09:13.748,22nd_street_construction
83.1,2025-04-21,14:09:13.958,22nd_street_construction
83.5,2025-04-21,14:09:14.168,22nd_street_construction
84.2,2025-04-21,14:09:14.378,22nd_street_construction
82.1,2025-04-21,14:09:14.588,22nd_street_construction
82.1,2025-04-21,14:09:14.798,22nd_street_construction
81.4,2025-04-21,14:09:15.008,22nd_street_construction
81.3,2025-04-21,14:09:15.218,22nd_street_construction
81.3,2025-04-21,14:09:15.428,22nd_street_construction
75.0,2025-04-21,14:09:15.637,22nd_street_construction
77.7,2025-04-21,14:09:15.847,22nd_street_construction
82.1,2025-04-21,14:09:16.058,22nd_street_construction
83.8,2025-04-21,14:09:16.268,22nd_street_construction
84.8,2025-04-21,14:09:16.477,22nd_street_construction
84.1,2025-04-21,14:09:16.687,22nd_street_construction
83.8,2025-04-21,14:09:16.898,22nd_street_construction
82.9,2025-04-21,14:09:17.108,22nd_street_construction
82.7,2025-04-21,14:09:17.318,22nd_street_construction
82.0,2025-04-21,14:09:17.528,22nd_street_construction
83.3,2025-04-21,14:09:17.738,22nd_street_construction
70.6,2025-04-21,14:09:17.947,22nd_street_construction
66.8,2025-04-21,14:09:18.157,22nd_street_construction
65.9,2025-04-21,14:09:18.368,22nd_street_construction
66.5,2025-04-21,14:09:18.578,22nd_street_construction
65.6,2025-04-21,14:09:18.787,22nd_street_construction
67.3,2025-04-21,14:09:18.997,22nd_street_construction
78.9,2025-04-21,14:09:19.208,22nd_street_construction
72.0,2025-04-21,14:09:19.418,22nd_street_construction
69.1,2025-04-21,14:09:19.627,22nd_street_construction
67.5,2025-04-21,14:09:19.837,22nd_street_construction
