Recorded.Value..dBA.,Date,Time,location
67.3,2025-04-21,14:09:20.047,22nd_street_construction
68.6,2025-04-21,14:09:20.257,22nd_street_construction
67.7,2025-04-21,14:09:20.468,22nd_street_construction
67.9,2025-04-21,14:09:20.677,22nd_street_construction
68.6,2025-04-21,14:09:20.888,22nd_street_construction
67.8,2025-04-21,14:09:21.098,22nd_street_construction
66.7,2025-04-21,14:09:21.307,22nd_street_construction
66.9,2025-04-21,14:09:21.517,22nd_street_construction
68.6,2025-04-21,14:09:21.727,22nd_street_construction
67.2,2025-04-21,14:09:21.937,22nd_street_construction
66.3,2025-04-21,14:09:22.147,22nd_street_construction
66.8,2025-04-21,14:09:22.357,22nd_street_construction
68.7,2025-04-21,14:09:22.567,22nd_street_construction
76.0,2025-04-21,14:09:22.778,22nd_street_construction
79.3,2025-04-21,14:09:22.988,22nd_street_construction
81.8,2025-04-21,14:09:23.198,22nd_street_construction
80.7,2025-04-21,14:09:23.408,22nd_street_construction
81.4,2025-04-21,14:09:23.618,22nd_street_construction
81.4,2025-04-21,14:09:23.828,22nd_street_construction
89.8,2025-04-21,14:09:24.038,22nd_street_construction
81.5,2025-04-21,14:09:24.247,22nd_street_construction
81.1,2025-04-21,14:09:24.458,22nd_street_construction
80.5,2025-04-21,14:09:24.667,22nd_street_construction
82.7,2025-04-21,14:09:24.877,22nd_street_construction
81.4,2025-04-21,14:09:25.087,22nd_street_construction
81.2,2025-04-21,14:09:25.297,22nd_street_construction
82.1,2025-04-21,14:09:25.507,22nd_street_construction
79.8,2025-04-21,14:09:25.717,22nd_street_construction
81.6,2025-04-21,14:09:25.928,22nd_street_construction
80.4,2025-04-21,14:09:26.138,22nd_street_construction
80.1,2025-04-21,14:09:26.347,22nd_street_construction
79.9,2025-04-21,14:09:26.557,22nd_street_construction
81.1,2025-04-21,14:09:26.768,22nd_street_construction
82.6,2025-04-21,14:09:26.978,22nd_street_construction
82.8,2025-04-21,14:09:27.188,22nd_street_construction
83.4,2025-04-21,14:09:27.397,22nd_street_construction
82.0,2025-04-21,14:09:27.607,22nd_street_construction
83.3,2025-04-21,14:09:27.818,22nd_street_construction
82.8,2025-04-21,14:09:28.027,22nd_street_construction
84.1,2025-04-21,14:09:28.237,22nd_street_construction
87.2,2025-04-21,14:09:28.447,22nd_street_construction
75.5,2025-04-21,14:09:28.657,22nd_street_construction
69.2,2025-04-21,14:09:28.867,22nd_street_construction
67.7,2025-04-21,14:09:29.077,22nd_street_construction
66.4,2025-04-21,14:09:29.287,22nd_street_construction
67.0,2025-04-21,14:09:29.497,22nd_street_construction
66.7,2025-04-21,14:09:29.707,22nd_street_construction
65.9,2025-04-21,14:09:29.917,22nd_street_construction
66.9,2025-04-21,14:09:30.127,22nd_street_construction
67.4,2025-04-21,14:09:30.337,22nd_street_construction
68.4,2025-04-21,14:09:30.547,22nd_street_construction
67.8,2025-04-21,14:09:30.757,22nd_street_construction
66.1,2025-04-21,14:09:30.967,22nd_street_construction
66.4,2025-04-21,14:09:31.177,22nd_street_construction
65.6,2025-04-21,14:09:31.387,22nd_street_construction
65.6,2025-04-21,14:09:31.597,22nd_street_construction
65.4,2025-04-21,14:09:31.807,22nd_street_construction
67.0,2025-04-21,14:09:32.017,22nd_street_construction
66.1,2025-04-21,14:09:32.228,22nd_street_construction
65.3,2025-04-21,14:09:32.437,22nd_street_construction
66.1,2025-04-21,14:09:32.647,22nd_street_construction
65.6,2025-04-21,14:09:32.857,22nd_street_construction
65.4,2025-04-21,14:09:33.067,22nd_street_construction
65.7,2025-04-21,14:09:33.277,22nd_street_construction
65.2,2025-04-21,14:09:33.487,22nd_street_construction
65.7,2025-04-21,14:09:33.697,22nd_street_construction
65.2,2025-04-21,14:09:33.907,22nd_street_construction
65.8,2025-04-21,14:09:34.117,22nd_street_construction
65.8,2025-04-21,14:09:34.327,22nd_street_construction
65.9,2025-04-21,14:09:34.537,22nd_street_construction
65.7,2025-04-21,14:09:34.747,22nd_street_construction
65.8,2025-04-21,14:09:34.957,22nd_street_construction
65.0,2025-04-21,14:09:35.167,22nd_street_construction
65.3,2025-04-21,14:09:35.377,22nd_street_construction
65.4,2025-04-21,14:09:35.587,22nd_street_construction
65.3,2025-04-21,14:09:35.797,22nd_street_construction
76.4,2025-04-21,14:09:36.007,22nd_street_construction
78.3,2025-04-21,14:09:36.217,22nd_street_construction
79.6,2025-04-21,14:09:36.427,22nd_street_construction
77.0,2025-04-21,14:09:36.637,22nd_street_construction
75.0,2025-04-21,14:09:36.847,22nd_street_construction
72.5,2025-04-21,14:09:37.057,22nd_street_construction
70.4,2025-04-21,14:09:37.267,22nd_street_construction
69.1,2025-04-21,14:09:37.477,22nd_street_construction
68.2,2025-04-21,14:09:37.687,22nd_street_construction
66.3,2025-04-21,14:09:37.897,22nd_street_construction
65.8,2025-04-21,14:09:38.107,22nd_street_construction
65.6,2025-04-21,14:09:38.317,22nd_street_construction
69.5,2025-04-21,14:09:38.527,22nd_street_construction
67.1,2025-04-21,14:09:38.737,22nd_street_construction
65.6,2025-04-21,14:09:38.947,22nd_street_construction
65.5,2025-04-21,14:09:39.157,22nd_street_construction
65.3,2025-04-21,14:09:39.367,22nd_street_construction
66.6,2025-04-21,14:09:39.577,22nd_street_construction
66.0,2025-04-21,14:09:39.787,22nd_street_construction
71.0,2025-04-21,14:09:39.997,22nd_street_construction
75.6,2025-04-21,14:09:40.207,22nd_street_construction
76.2,2025-04-21,14:09:40.417,22nd_street_construction
77.4,2025-04-21,14:09:40.627,22nd_street_construction
75.7,2025-04-21,14:09:40.837,22nd_street_construction
75.8,2025-04-21,14:09:41.047,22nd_street_construction
67.7,2025-04-21,14:09:41.257,22nd_street_construction
71.8,2025-04-21,14:09:41.467,22nd_street_construction
76.6,2025-04-21,14:09:41.677,22nd_street_construction
67.2,2025-04-21,14:09:41.887,22nd_street_construction
65.9,2025-04-21,14:09:42.097,22nd_street_construction
75.0,2025-04-21,14:09:42.307,22nd_street_construction
73.2,2025-04-21,14:09:42.517,22nd_street_construction
73.2,2025-04-21,14:09:42.727,22nd_street_construction
74.7,2025-04-21,14:09:42.937,22nd_street_construction
73.0,2025-04-21,14:09:43.147,22nd_street_construction
74.4,2025-04-21,14:09:43.357,22nd_street_construction
75.6,2025-04-21,14:09:43.567,22nd_street_construction
76.9,2025-04-21,14:09:43.777,22nd_street_construction
76.5,2025-04-21,14:09:43.987,22nd_street_construction
77.9,2025-04-21,14:09:44.197,22nd_street_construction
74.5,2025-04-21,14:09:44.407,22nd_street_construction
75.4,2025-04-21,14:09:44.617,22nd_street_construction
77.6,2025-04-21,14:09:44.827,22nd_street_construction
76.8,2025-04-21,14:09:45.037,22nd_street_construction
77.7,2025-04-21,14:09:45.247,22nd_street_construction
76.8,2025-04-21,14:09:45.457,22nd_street_construction
76.6,2025-04-21,14:09:45.667,22nd_street_construction
78.6,2025-04-21,14:09:45.877,22nd_street_construction
77.2,2025-04-21,14:09:46.087,22nd_street_construction
77.8,2025-04-21,14:09:46.297,22nd_street_construction
76.2,2025-04-21,14:09:46.507,22nd_street_construction
76.3,2025-04-21,14:09:46.717,22nd_street_construction
73.1,2025-04-21,14:09:46.927,22nd_street_construction
74.6,2025-04-21,14:09:47.137,22nd_street_construction
75.1,2025-04-21,14:09:47.347,22nd_street_construction
75.4,2025-04-21,14:09:47.557,22nd_street_construction
77.9,2025-04-21,14:09:47.767,22nd_street_construction
77.0,2025-04-21,14:09:47.977,22nd_street_construction
78.3,2025-04-21,14:09:48.187,22nd_street_construction
76.3,2025-04-21,14:09:48.397,22nd_street_construction
76.4,2025-04-21,14:09:48.607,22nd_street_construction
76.7,2025-04-21,14:09:48.817,22nd_street_construction
79.1,2025-04-21,14:09:49.027,22nd_street_construction
78.2,2025-04-21,14:09:49.237,22nd_street_construction
79.5,2025-04-21,14:09:49.447,22nd_street_construction
70.5,2025-04-21,14:09:49.657,22nd_street_construction
66.4,2025-04-21,14:09:49.867,22nd_street_construction
64.5,2025-04-21,14:09:50.077,22nd_street_construction
64.8,2025-04-21,14:09:50.287,22nd_street_construction
65.1,2025-04-21,14:09:50.497,22nd_street_construction
65.3,2025-04-21,14:09:50.707,22nd_street_construction
64.8,2025-04-21,14:09:50.917,22nd_street_construction
64.7,2025-04-21,14:09:51.127,22nd_street_construction
64.5,2025-04-21,14:09:51.337,22nd_street_construction
65.1,2025-04-21,14:09:51.547,22nd_street_construction
64.7,2025-04-21,14:09:51.757,22nd_street_construction
64.8,2025-04-21,14:09:51.967,22nd_street_construction
65.1,2025-04-21,14:09:52.177,22nd_street_construction
64.9,2025-04-21,14:09:52.387,22nd_street_construction
64.7,2025-04-21,14:09:52.597,22nd_street_construction
64.8,2025-04-21,14:09:52.807,22nd_street_construction
66.6,2025-04-21,14:09:53.017,22nd_street_construction
65.8,2025-04-21,14:09:53.227,22nd_street_construction
65.1,2025-04-21,14:09:53.437,22nd_street_construction
64.3,2025-04-21,14:09:53.647,22nd_street_construction
64.8,2025-04-21,14:09:53.857,22nd_street_construction
64.8,2025-04-21,14:09:54.067,22nd_street_construction
64.8,2025-04-21,14:09:54.277,22nd_street_construction
65.1,2025-04-21,14:09:54.487,22nd_street_construction
66.2,2025-04-21,14:09:54.697,22nd_street_construction
66.9,2025-04-21,14:09:54.907,22nd_street_construction
67.0,2025-04-21,14:09:55.117,22nd_street_construction
66.6,2025-04-21,14:09:55.327,22nd_street_construction
75.2,2025-04-21,14:09:55.537,22nd_street_construction
79.9,2025-04-21,14:09:55.747,22nd_street_construction
79.6,2025-04-21,14:09:55.957,22nd_street_construction
81.3,2025-04-21,14:09:56.167,22nd_street_construction
77.5,2025-04-21,14:09:56.377,22nd_street_construction
81.0,2025-04-21,14:09:56.587,22nd_street_construction
81.4,2025-04-21,14:09:56.797,22nd_street_construction
80.4,2025-04-21,14:09:57.007,22nd_street_construction
80.0,2025-04-21,14:09:57.217,22nd_street_construction
78.9,2025-04-21,14:09:57.427,22nd_street_construction
80.4,2025-04-21,14:09:57.637,22nd_street_construction
79.2,2025-04-21,14:09:57.847,22nd_street_construction
78.2,2025-04-21,14:09:58.057,22nd_street_construction
79.9,2025-04-21,14:09:58.266,22nd_street_construction
74.6,2025-04-21,14:09:58.477,22nd_street_construction
75.0,2025-04-21,14:09:58.687,22nd_street_construction
77.5,2025-04-21,14:09:58.897,22nd_street_construction
79.2,2025-04-21,14:09:59.107,22nd_street_construction
81.0,2025-04-21,14:09:59.317,22nd_street_construction
81.1,2025-04-21,14:09:59.527,22nd_street_construction
79.9,2025-04-21,14:09:59.737,22nd_street_construction
79.3,2025-04-21,14:09:59.947,22nd_street_construction
82.6,2025-04-21,14:10:00.157,22nd_street_construction
80.7,2025-04-21,14:10:00.367,22nd_street_construction
80.2,2025-04-21,14:10:00.577,22nd_street_construction
79.0,2025-04-21,14:10:00.787,22nd_street_construction
77.7,2025-04-21,14:10:00.997,22nd_street_construction
74.9,2025-04-21,14:10:01.207,22nd_street_construction
69.4,2025-04-21,14:10:01.417,22nd_street_construction
67.7,2025-04-21,14:10:01.627,22nd_street_construction
65.2,2025-04-21,14:10:01.837,22nd_street_construction
65.1,2025-04-21,14:10:02.047,22nd_street_construction
65.2,2025-04-21,14:10:02.256,22nd_street_construction
64.7,2025-04-21,14:10:02.467,22nd_street_construction
64.9,2025-04-21,14:10:02.677,22nd_street_construction
64.2,2025-04-21,14:10:02.887,22nd_street_construction
68.1,2025-04-21,14:10:03.096,22nd_street_construction
68.2,2025-04-21,14:10:03.307,22nd_street_construction
70.0,2025-04-21,14:10:03.516,22nd_street_construction
68.4,2025-04-21,14:10:03.727,22nd_street_construction
69.6,2025-04-21,14:10:03.937,22nd_street_construction
71.3,2025-04-21,14:10:04.146,22nd_street_construction
69.0,2025-04-21,14:10:04.357,22nd_street_construction
67.5,2025-04-21,14:10:04.566,22nd_street_construction
65.4,2025-04-21,14:10:04.777,22nd_street_construction
66.2,2025-04-21,14:10:04.987,22nd_street_construction
66.0,2025-04-21,14:10:05.197,22nd_street_construction
65.7,2025-04-21,14:10:05.407,22nd_street_construction
67.4,2025-04-21,14:10:05.617,22nd_street_construction
72.9,2025-04-21,14:10:05.826,22nd_street_construction
74.5,2025-04-21,14:10:06.037,22nd_street_construction
79.1,2025-04-21,14:10:06.247,22nd_street_construction
78.3,2025-04-21,14:10:06.457,22nd_street_construction
76.0,2025-04-21,14:10:06.667,22nd_street_construction
76.3,2025-04-21,14:10:06.876,22nd_street_construction
74.3,2025-04-21,14:10:07.087,22nd_street_construction
76.3,2025-04-21,14:10:07.297,22nd_street_construction
74.9,2025-04-21,14:10:07.507,22nd_street_construction
75.1,2025-04-21,14:10:07.717,22nd_street_construction
76.3,2025-04-21,14:10:07.927,22nd_street_construction
74.3,2025-04-21,14:10:08.137,22nd_street_construction
74.9,2025-04-21,14:10:08.347,22nd_street_construction
73.0,2025-04-21,14:10:08.557,22nd_street_construction
74.0,2025-04-21,14:10:08.767,22nd_street_construction
75.3,2025-04-21,14:10:08.977,22nd_street_construction
74.2,2025-04-21,14:10:09.186,22nd_street_construction
75.0,2025-04-21,14:10:09.397,22nd_street_construction
74.2,2025-04-21,14:10:09.607,22nd_street_construction
75.4,2025-04-21,14:10:09.817,22nd_street_construction
76.5,2025-04-21,14:10:10.027,22nd_street_construction
74.5,2025-04-21,14:10:10.237,22nd_street_construction
75.4,2025-04-21,14:10:10.447,22nd_street_construction
76.3,2025-04-21,14:10:10.657,22nd_street_construction
76.2,2025-04-21,14:10:10.867,22nd_street_construction
73.5,2025-04-21,14:10:11.077,22nd_street_construction
78.2,2025-04-21,14:10:11.286,22nd_street_construction
76.4,2025-04-21,14:10:11.497,22nd_street_construction
76.0,2025-04-21,14:10:11.707,22nd_street_construction
75.9,2025-04-21,14:10:11.917,22nd_street_construction
77.3,2025-04-21,14:10:12.127,22nd_street_construction
76.0,2025-04-21,14:10:12.337,22nd_street_construction
75.2,2025-04-21,14:10:12.547,22nd_street_construction
76.1,2025-04-21,14:10:12.757,22nd_street_construction
77.3,2025-04-21,14:10:12.967,22nd_street_construction
79.1,2025-04-21,14:10:13.177,22nd_street_construction
79.3,2025-04-21,14:10:13.387,22nd_street_construction
75.4,2025-04-21,14:10:13.596,22nd_street_construction
74.9,2025-04-21,14:10:13.807,22nd_street_construction
77.6,2025-04-21,14:10:14.017,22nd_street_construction
79.6,2025-04-21,14:10:14.227,22nd_street_construction
81.4,2025-04-21,14:10:14.437,22nd_street_construction
78.6,2025-04-21,14:10:14.647,22nd_street_construction
79.9,2025-04-21,14:10:14.857,22nd_street_construction
81.8,2025-04-21,14:10:15.067,22nd_street_construction
81.3,2025-04-21,14:10:15.277,22nd_street_construction
83.0,2025-04-21,14:10:15.487,22nd_street_construction
76.7,2025-04-21,14:10:15.697,22nd_street_construction
69.4,2025-04-21,14:10:15.907,22nd_street_construction
68.0,2025-04-21,14:10:16.116,22nd_street_construction
66.4,2025-04-21,14:10:16.327,22nd_street_construction
67.2,2025-04-21,14:10:16.536,22nd_street_construction
64.5,2025-04-21,14:10:16.746,22nd_street_construction
65.3,2025-04-21,14:10:16.956,22nd_street_construction
65.7,2025-04-21,14:10:17.166,22nd_street_construction
65.4,2025-04-21,14:10:17.376,22nd_street_construction
66.6,2025-04-21,14:10:17.586,22nd_street_construction
67.1,2025-04-21,14:10:26.526,22nd_street_construction
72.7,2025-04-21,14:10:26.736,22nd_street_construction
67.6,2025-04-21,14:10:26.946,22nd_street_construction
65.4,2025-04-21,14:10:27.156,22nd_street_construction
65.0,2025-04-21,14:10:27.366,22nd_street_construction
65.8,2025-04-21,14:10:27.575,22nd_street_construction
66.2,2025-04-21,14:10:27.786,22nd_street_construction
68.1,2025-04-21,14:10:27.995,22nd_street_construction
64.2,2025-04-21,14:10:28.206,22nd_street_construction
64.2,2025-04-21,14:10:28.415,22nd_street_construction
63.9,2025-04-21,14:10:28.625,22nd_street_construction
64.1,2025-04-21,14:10:28.835,22nd_street_construction
63.8,2025-04-21,14:10:29.045,22nd_street_construction
65.1,2025-04-21,14:10:29.255,22nd_street_construction
66.5,2025-04-21,14:10:29.466,22nd_street_construction
64.9,2025-04-21,14:10:29.675,22nd_street_construction
63.9,2025-04-21,14:10:29.886,22nd_street_construction
69.7,2025-04-21,14:10:30.096,22nd_street_construction
65.3,2025-04-21,14:10:30.305,22nd_street_construction
65.4,2025-04-21,14:10:30.516,22nd_street_construction
66.9,2025-04-21,14:10:30.726,22nd_street_construction
66.2,2025-04-21,14:10:30.935,22nd_street_construction
66.7,2025-04-21,14:10:31.145,22nd_street_construction
66.7,2025-04-21,14:10:31.355,22nd_street_construction
66.1,2025-04-21,14:10:31.565,22nd_street_construction
64.6,2025-04-21,14:10:31.776,22nd_street_construction
63.3,2025-04-21,14:10:31.985,22nd_street_construction
65.6,2025-04-21,14:10:32.195,22nd_street_construction
65.2,2025-04-21,14:10:32.406,22nd_street_construction
71.1,2025-04-21,14:10:32.615,22nd_street_construction
66.5,2025-04-21,14:10:32.826,22nd_street_construction
71.1,2025-04-21,14:10:33.035,22nd_street_construction
70.7,2025-04-21,14:10:33.245,22nd_street_construction
68.7,2025-04-21,14:10:33.456,22nd_street_construction
65.2,2025-04-21,14:10:33.666,22nd_street_construction
65.2,2025-04-21,14:10:33.875,22nd_street_construction
66.6,2025-04-21,14:10:34.085,22nd_street_construction
67.0,2025-04-21,14:10:34.296,22nd_street_construction
66.1,2025-04-21,14:10:34.506,22nd_street_construction
67.0,2025-04-21,14:10:34.715,22nd_street_construction
65.7,2025-04-21,14:10:34.925,22nd_street_construction
65.6,2025-04-21,14:10:35.135,22nd_street_construction
63.8,2025-04-21,14:10:35.345,22nd_street_construction
64.1,2025-04-21,14:10:35.556,22nd_street_construction
63.8,2025-04-21,14:10:35.765,22nd_street_construction
64.8,2025-04-21,14:10:35.975,22nd_street_construction
64.8,2025-04-21,14:10:36.186,22nd_street_construction
65.8,2025-04-21,14:10:36.395,22nd_street_construction
65.4,2025-04-21,14:10:36.605,22nd_street_construction
66.2,2025-04-21,14:10:36.815,22nd_street_construction
65.9,2025-04-21,14:10:37.025,22nd_street_construction
65.6,2025-04-21,14:10:37.235,22nd_street_construction
64.5,2025-04-21,14:10:37.445,22nd_street_construction
64.5,2025-04-21,14:10:37.655,22nd_street_construction
65.4,2025-04-21,14:10:37.865,22nd_street_construction
65.5,2025-04-21,14:10:38.075,22nd_street_construction
66.0,2025-04-21,14:10:38.285,22nd_street_construction
64.5,2025-04-21,14:10:38.495,22nd_street_construction
65.8,2025-04-21,14:10:38.705,22nd_street_construction
65.5,2025-04-21,14:10:38.915,22nd_street_construction
65.7,2025-04-21,14:10:39.125,22nd_street_construction
65.1,2025-04-21,14:10:39.335,22nd_street_construction
66.3,2025-04-21,14:10:39.545,22nd_street_construction
66.2,2025-04-21,14:10:39.755,22nd_street_construction
67.1,2025-04-21,14:10:39.966,22nd_street_construction
68.7,2025-04-21,14:10:40.176,22nd_street_construction
68.2,2025-04-21,14:10:40.385,22nd_street_construction
69.1,2025-04-21,14:10:40.595,22nd_street_construction
69.0,2025-04-21,14:10:40.805,22nd_street_construction
70.9,2025-04-21,14:10:41.015,22nd_street_construction
69.9,2025-04-21,14:10:41.225,22nd_street_construction
72.3,2025-04-21,14:10:41.435,22nd_street_construction
68.7,2025-04-21,14:10:41.646,22nd_street_construction
69.2,2025-04-21,14:10:41.855,22nd_street_construction
70.6,2025-04-21,14:10:42.066,22nd_street_construction
69.9,2025-04-21,14:10:42.275,22nd_street_construction
68.9,2025-04-21,14:10:42.486,22nd_street_construction
67.3,2025-04-21,14:10:42.695,22nd_street_construction
66.5,2025-04-21,14:10:42.905,22nd_street_construction
65.3,2025-04-21,14:10:43.115,22nd_street_construction
71.0,2025-04-21,14:10:43.326,22nd_street_construction
65.8,2025-04-21,14:10:43.535,22nd_street_construction
65.7,2025-04-21,14:10:43.745,22nd_street_construction
67.7,2025-04-21,14:10:43.956,22nd_street_construction
67.8,2025-04-21,14:10:44.165,22nd_street_construction
67.4,2025-04-21,14:10:44.375,22nd_street_construction
67.8,2025-04-21,14:10:44.585,22nd_street_construction
71.1,2025-04-21,14:10:44.796,22nd_street_construction
70.2,2025-04-21,14:10:45.005,22nd_street_construction
72.1,2025-04-21,14:10:45.215,22nd_street_construction
69.8,2025-04-21,14:10:45.425,22nd_street_construction
67.7,2025-04-21,14:10:45.635,22nd_street_construction
66.1,2025-04-21,14:10:45.845,22nd_street_construction
66.5,2025-04-21,14:10:46.055,22nd_street_construction
66.6,2025-04-21,14:10:46.265,22nd_street_construction
66.8,2025-04-21,14:10:46.475,22nd_street_construction
71.7,2025-04-21,14:10:46.686,22nd_street_construction
72.3,2025-04-21,14:10:46.895,22nd_street_construction
71.5,2025-04-21,14:10:47.105,22nd_street_construction
68.9,2025-04-21,14:10:47.315,22nd_street_construction
66.0,2025-04-21,14:10:47.525,22nd_street_construction
68.8,2025-04-21,14:10:47.735,22nd_street_construction
70.4,2025-04-21,14:10:47.945,22nd_street_construction
65.4,2025-04-21,14:10:48.155,22nd_street_construction
65.6,2025-04-21,14:10:48.365,22nd_street_construction
65.2,2025-04-21,14:10:48.575,22nd_street_construction
68.1,2025-04-21,14:10:48.785,22nd_street_construction
68.3,2025-04-21,14:10:48.996,22nd_street_construction
66.0,2025-04-21,14:10:49.205,22nd_street_construction
66.2,2025-04-21,14:10:49.415,22nd_street_construction
65.9,2025-04-21,14:10:49.625,22nd_street_construction
65.5,2025-04-21,14:10:49.836,22nd_street_construction
65.3,2025-04-21,14:10:50.046,22nd_street_construction
67.7,2025-04-21,14:10:50.255,22nd_street_construction
66.4,2025-04-21,14:10:50.465,22nd_street_construction
66.9,2025-04-21,14:10:50.675,22nd_street_construction
67.7,2025-04-21,14:10:50.886,22nd_street_construction
67.0,2025-04-21,14:10:51.095,22nd_street_construction
67.5,2025-04-21,14:10:51.305,22nd_street_construction
71.1,2025-04-21,14:10:51.515,22nd_street_construction
71.6,2025-04-21,14:10:51.726,22nd_street_construction
66.9,2025-04-21,14:10:51.935,22nd_street_construction
67.9,2025-04-21,14:10:52.146,22nd_street_construction
66.9,2025-04-21,14:10:52.356,22nd_street_construction
68.9,2025-04-21,14:10:52.565,22nd_street_construction
67.4,2025-04-21,14:10:52.775,22nd_street_construction
67.1,2025-04-21,14:10:52.985,22nd_street_construction
67.0,2025-04-21,14:10:53.196,22nd_street_construction
66.8,2025-04-21,14:10:53.406,22nd_street_construction
67.4,2025-04-21,14:10:53.615,22nd_street_construction
66.0,2025-04-21,14:10:53.825,22nd_street_construction
66.9,2025-04-21,14:10:54.035,22nd_street_construction
66.0,2025-04-21,14:10:54.245,22nd_street_construction
66.7,2025-04-21,14:10:54.456,22nd_street_construction
69.5,2025-04-21,14:10:54.665,22nd_street_construction
66.9,2025-04-21,14:10:54.875,22nd_street_construction
67.0,2025-04-21,14:10:55.085,22nd_street_construction
67.9,2025-04-21,14:10:55.295,22nd_street_construction
66.8,2025-04-21,14:10:55.505,22nd_street_construction
67.3,2025-04-21,14:10:55.715,22nd_street_construction
58.8,2025-04-25,10:57:31.790,SZB_back_area
60.7,2025-04-25,10:57:32.000,SZB_back_area
60.4,2025-04-25,10:57:32.210,SZB_back_area
62.9,2025-04-25,10:57:32.420,SZB_back_area
61.0,2025-04-25,10:57:32.630,SZB_back_area
60.4,2025-04-25,10:57:32.840,SZB_back_area
59.4,2025-04-25,10:57:33.050,SZB_back_area
64.5,2025-04-25,10:57:33.260,SZB_back_area
59.3,2025-04-25,10:57:33.470,SZB_back_area
60.6,2025-04-25,10:57:33.679,SZB_back_area
68.2,2025-04-25,10:57:33.890,SZB_back_area
60.0,2025-04-25,10:57:34.100,SZB_back_area
66.3,2025-04-25,10:57:34.310,SZB_back_area
60.4,2025-04-25,10:57:34.520,SZB_back_area
62.6,2025-04-25,10:57:34.730,SZB_back_area
61.4,2025-04-25,10:57:34.940,SZB_back_area
61.7,2025-04-25,10:57:35.150,SZB_back_area
61.3,2025-04-25,10:57:35.360,SZB_back_area
61.7,2025-04-25,10:57:35.570,SZB_back_area
62.0,2025-04-25,10:57:35.779,SZB_back_area
64.8,2025-04-25,10:57:35.990,SZB_back_area
61.9,2025-04-25,10:57:36.199,SZB_back_area
62.2,2025-04-25,10:57:36.410,SZB_back_area
62.8,2025-04-25,10:57:36.620,SZB_back_area
61.8,2025-04-25,10:57:36.830,SZB_back_area
62.5,2025-04-25,10:57:37.040,SZB_back_area
62.7,2025-04-25,10:57:37.250,SZB_back_area
62.3,2025-04-25,10:57:37.460,SZB_back_area
62.8,2025-04-25,10:57:37.670,SZB_back_area
62.7,2025-04-25,10:57:37.880,SZB_back_area
63.4,2025-04-25,10:57:38.090,SZB_back_area
63.0,2025-04-25,10:57:38.300,SZB_back_area
63.8,2025-04-25,10:57:38.510,SZB_back_area
63.9,2025-04-25,10:57:38.720,SZB_back_area
63.2,2025-04-25,10:57:38.930,SZB_back_area
62.9,2025-04-25,10:57:39.139,SZB_back_area
62.9,2025-04-25,10:57:39.350,SZB_back_area
62.4,2025-04-25,10:57:39.559,SZB_back_area
61.6,2025-04-25,10:57:39.769,SZB_back_area
63.1,2025-04-25,10:57:39.979,SZB_back_area
62.8,2025-04-25,10:57:40.190,SZB_back_area
68.0,2025-04-25,10:57:40.400,SZB_back_area
63.4,2025-04-25,10:57:40.610,SZB_back_area
63.7,2025-04-25,10:57:40.819,SZB_back_area
64.8,2025-04-25,10:57:41.029,SZB_back_area
65.3,2025-04-25,10:57:41.240,SZB_back_area
64.6,2025-04-25,10:57:41.450,SZB_back_area
63.9,2025-04-25,10:57:41.660,SZB_back_area
65.5,2025-04-25,10:57:41.870,SZB_back_area
68.0,2025-04-25,10:57:42.080,SZB_back_area
70.9,2025-04-25,10:57:42.289,SZB_back_area
70.0,2025-04-25,10:57:42.500,SZB_back_area
68.9,2025-04-25,10:57:42.710,SZB_back_area
66.7,2025-04-25,10:57:42.920,SZB_back_area
65.8,2025-04-25,10:57:43.130,SZB_back_area
65.3,2025-04-25,10:57:43.340,SZB_back_area
64.2,2025-04-25,10:57:43.550,SZB_back_area
65.3,2025-04-25,10:57:43.760,SZB_back_area
65.1,2025-04-25,10:57:43.969,SZB_back_area
64.5,2025-04-25,10:57:44.180,SZB_back_area
65.4,2025-04-25,10:57:44.390,SZB_back_area
64.4,2025-04-25,10:57:44.600,SZB_back_area
65.9,2025-04-25,10:57:44.810,SZB_back_area
66.1,2025-04-25,10:57:45.019,SZB_back_area
65.2,2025-04-25,10:57:45.229,SZB_back_area
65.9,2025-04-25,10:57:45.439,SZB_back_area
66.2,2025-04-25,10:57:45.650,SZB_back_area
67.0,2025-04-25,10:57:45.859,SZB_back_area
67.4,2025-04-25,10:57:46.070,SZB_back_area
66.6,2025-04-25,10:57:46.280,SZB_back_area
66.9,2025-04-25,10:57:46.489,SZB_back_area
66.6,2025-04-25,10:57:46.699,SZB_back_area
67.7,2025-04-25,10:57:46.910,SZB_back_area
68.1,2025-04-25,10:57:47.120,SZB_back_area
67.9,2025-04-25,10:57:47.329,SZB_back_area
69.2,2025-04-25,10:57:47.539,SZB_back_area
69.9,2025-04-25,10:57:47.750,SZB_back_area
70.1,2025-04-25,10:57:47.959,SZB_back_area
70.2,2025-04-25,10:57:48.169,SZB_back_area
70.5,2025-04-25,10:57:48.379,SZB_back_area
70.9,2025-04-25,10:57:48.589,SZB_back_area
71.9,2025-04-25,10:57:48.799,SZB_back_area
72.0,2025-04-25,10:57:49.009,SZB_back_area
74.0,2025-04-25,10:57:49.219,SZB_back_area
72.9,2025-04-25,10:57:49.429,SZB_back_area
72.7,2025-04-25,10:57:49.639,SZB_back_area
72.9,2025-04-25,10:57:49.849,SZB_back_area
